"nama","kode_rs","tempat_tidur","telepon","lat","lon","alamat","tipe","wilayah","propinsi"
"RS UMUM RIDOS","1275892",31,"(061) 7881406",3.556023,98.717645,"JL. MENTENG VII NO.62, MEDAN TENGGARA, KEC. MEDAN DENAI, KOTA MEDAN, SUMATERA UTARA 20228","","KOTA MEDAN, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM DDELA MEDICAL","7315017",0,"",-3.809663,119.646177,"BENTENGNGE, WATANG SAWITTO, KABUPATEN PINRANG, SULAWESI SELATAN 91221","","PINRANG, SULAWESI SELATAN","SULAWESI SELATAN"
"RS UMUM ISLAM BANYUBENING BOYOLALI","3309131",60,"(0276) 320088",-7.514913,110.71629,"JL. RAYA WADUK CENGKLIK NO.DESA, CEPIT, NGARGOREJO, KEC. NGEMPLAK, KABUPATEN BOYOLALI, JAWA TENGAH 57375","","BOYOLALI, JAWA TENGAH","JAWA TENGAH"
"RS UMUM TAMAN HARAPAN BARU","3275053",64,"(021) 88981055",-6.176571,106.998779,"JALAN RAYA KALIABANG TENGAH NO. 2, RT. 04. RW. 023 ,PEJUANG, MEDAN SATRIA, KALIABANG TENGAH, BEKASI UTARA, RT.004/RW.023, KALIABANG TENGAH, KEC. BEKASI UTARA, KOTA BKS, JAWA BARAT 17125","","BEKASI, JAWA BARAT","JAWA BARAT"
"RS UMUM IZZA","3215134",89,"0264-8386830",-6.38998,107.466547,"JL. RAYA CISELANG CIKAMPEK UTARA, KOTABARU KAB.KARAWANG","","KARAWANG, JAWA BARAT","JAWA BARAT"
"RS UMUM MOJOSONGO 2","3313056",27,"(0271) 822152",-7.555591,110.874354,"JL. NUSA INDAH, RANDUREJO, NGRINGO, KEC. JATEN, KABUPATEN KARANGANYAR, JAWA TENGAH 57731","","KARANGANYAR, JAWA TENGAH","JAWA TENGAH"
"RS HELSA","3275061",53,"(021) 50847757",-6.2962,106.921,"JL. RAYA HANKAM NO. 17 PONDOK MELATI KOTA BEKASI","","BEKASI, JAWA BARAT","JAWA BARAT"
"RS IBU DAN ANAK BUNDA","7371401",18,"(0411) 424460",-5.158385,119.442808,"JL. PENGAYOMAN, MASALE, KEC. PANAKKUKANG, KOTA MAKASSAR, SULAWESI SELATAN 90231","","KOTA MAKASSAR, SULAWESI SELATAN","SULAWESI SELATAN"
"RS BERSALIN UMMI","3278015",20,"(0265) 329126",-7.333403,108.214747,"JL. PASEH NO. 10 TUGURAJA CIHIDEUNG KOTA TASIKMALAYA","","TASIKMALAYA, JAWA BARAT","JAWA BARAT"
"RS KHUSUS MATA SMEC","1275898",16,"0804 122 7788",3.587329,98.661557575134,"JL ISKANDAR MUDA NO.278","","KOTA MEDAN, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM JEUMPA HOSPITAL","1110104",72,"0852-9815-3089",5.204037,96.72005,"JL. B.ACEH - MEDAN, KM 220 NO 102 DSN.TERATAI, DESA GEULANGGANG BARO, KECAMATAN KOTA JUANG","","BIREUEN, ACEH","ACEH"
"RS IBU DAN ANAK  ANNISA","1471386",20,"0852-6459-6519",0.51483,101.429,"JL GARUDA NO.66 KEL.TANGKERANG TENGAH KEC.MARPOYAN DAMAI","","KOTA PEKANBARU, RIAU","RIAU"
"RS UMUM TK IV GUNTUR","3205021",127,"(0262) 232325",-7.2225,107.911,"JL. BRATAYUDA 101 GARUT","","GARUT, JAWA BARAT","JAWA BARAT"
"RS KHUSUS GIGI DAN MULUT GUSTI HASAN AMAN","6371153",12,"(0511) 6777515",-3.321947,114.601868,"JL. SIMPANG ULIN NO.28, SUNGAI BARU, KEC. BANJARMASIN TENGAH, KOTA BANJARMASIN, KALIMANTAN SELATAN 70122","","KOTA BANJARMASIN, KALIMANTAN SELATAN","KALIMANTAN SELATAN"
"RS UMUM BAHAGIA","7371407",56,"(0411) 861212",-5.1839493148413,119.45922845173,"JL. MINASA UPA NO.9, GN. SARI, KEC. RAPPOCINI, KOTA MAKASSAR, SULAWESI SELATAN 42111","","KOTA MAKASSAR, SULAWESI SELATAN","SULAWESI SELATAN"
"RS PRATAMA ELVRIDA SARA","9229002",2,"0812-4040-3389",-4.5199560191422,138.38787973438,"ALIES YEMBISA, KENYAM NDUGA","","NDUGA, PAPUA","PAPUA"
"RS UMUM ANUGRAH PANGKAJENE","7314025",48,"(0421) 96234",-3.923556,119.790614,"JL. LANTO DG. PASEWANG NO. 60 PANGKAJENE","","SIDENRENG RAPPANG, SULAWESI SELATAN","SULAWESI SELATAN"
"RS UMUM HADI HUSADA","1272033",47,"(PERMANENTLY CLOSED)",2.962957,99.80474,"JL JEND. SUDIRMAN NO. 26 TANJUNGBALAI","","KOTA TANJUNG BALAI, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM BUNDA NEGARA","5101054",55,"(0365) 40251",-8.354351,114.626339,"JL. RAJAWALI NO. 36, KELURAHAN PENDEM, KECAMATAN JEMBRANA","","JEMBRANA, BALI","BALI"
"RS IBU DAN ANAK LOMBOK DUA DUA LONTAR","3578768",25,"(031) 7526071",-7.284376,112.66961,"JL. LONTAR NO.109 SURABAYA","","KOTA SURABAYA, JAWA TIMUR","JAWA TIMUR"
"RS UMUM ARI CANTI","5104035",106,"(0361) 974573",-8.552214,115.272921,"JL. RAYA MAS UBUD, KAB.GIANYAR","","GIANYAR, BALI","BALI"
"RS BERSALIN NABASA PONTIANAK","6171136",29,"(0561) 582809",-0.07635,109.356949,"JL. SEI RAYA DALAM NO. 65 PONTIANAK","","KOTA PONTIANAK, KALIMANTAN BARAT","KALIMANTAN BARAT"
"RS UMUM IBNU SINA","1108017",45,"(0651) 8070469",5.40997,95.4479,"JL. BANDA ACEH-MEDAN KM 25,5 KECAMATAN INDRAPURI, KABUPATEN ACEH BESAR, PROVINSI ACEH.","","ACEH BESAR, ACEH","ACEH"
"RS UMUM GRIYA MAHARDIKA YOGYAKARTA","3402077",66,"",-7.838586,110.365827,"JL. PARANGTRITIS, KM. 4,5, GG. WIJAYA KUSUMA NO.212, DRUWO, BANGUNHARJO, KEC. SEWON, BANTUL, DAERAH ISTIMEWA YOGYAKARTA 55187","","BANTUL, DAERAH ISTIMEWA YOGYAKARTA","DAERAH ISTIMEWA YOGYAKARTA"
"RS GIGI DAN MULUT FKG UNIVERSITAS TRISAKTI","3174527",3,"(021) 5655786",-6.1666156760855,106.79683291028,"JL. KYAI TAPA NO 260 GROGOL JAKARTA BARAT","","JAKARTA BARAT, DKI JAKARTA","DKI JAKARTA"
"RS UMUM MEDIKA SANGATTA","6404046",104,"(0549) 23417",0.523199,117.528172,"JL. YOS SUDARSO IV NO. 1, SANGATTA","","KUTAI TIMUR, KALIMANTAN TIMUR","KALIMANTAN TIMUR"
"RS UMUM ISLAM IBNU SINA","1371091",116,"(0751) 7054318",-0.920973,100.367127,"JL. GAJAH MADA, GN. PANGILUN, KEC. PADANG UTARA, KOTA PADANG, SUMATERA BARAT 25173","","PADANG PARIAMAN, SUMATERA BARAT","SUMATERA BARAT"
"RS IBU DAN ANAK PROF. DR. H. M. FARID","7371414",25,"(0411) 315872",-4.706789,119.399798,"JL. DR. WAHIDIN SUDIRO HUSODO NO.103-107, MELAYU, KEC. WAJO, KOTA MAKASSAR, SULAWESI SELATAN 90172","","KOTA MAKASSAR, SULAWESI SELATAN","SULAWESI SELATAN"
"RS UMUM IBNU SINA PADANG PANJANG","1374024",32,"(0752) 82127",-0.46085,100.400507,"JL. SOEKARNO HATTA NO.17, BUKIT SURUNGAN, KEC. PADANG PANJANG BAR., KOTA PADANG PANJANG, SUMATERA BARAT 27118","","KOTA PADANG PANJANG, SUMATERA BARAT","SUMATERA BARAT"
"RS BHAYANGKARA TK. IV TERNATE","8271058",22,"(0921) 3121792",0.782904,127.384376,"TAKOMA, TERNATE TENGAH, KOTA TERNATE, MALUKU UTARA","","KOTA TERNATE, MALUKU UTARA","MALUKU UTARA"
"RS GRIYA HUSADA BAKTI","7471081",0,"(0404) 3192010",-3.983268,122.516797,"JL. SAO SAO NO.248, BENDE, KENDARI, KOTA KENDARI, SULAWESI TENGGARA 93111","","KOTA KENDARI, SULAWESI TENGGARA","SULAWESI TENGGARA"
"RS STIKES MATARAM BIMA","5206031",0,"",-8.474455,118.73946,"JL. GATOT SUBROTO, SAMBINAE, MPUNDA, BIMA, NUSA TENGGARA BAR. 84111","","BIMA, NUSA TENGGARA BARAT","NUSA TENGGARA BARAT"
"RS UMUM AYAH BUNDA","1223003",0,"0823-6077-7871",2.367254,99.731193,"JL. LINTAS SUMATERA, PULO JANTAN, NA IX-X, KABUPATEN LABUHANBATU UTARA, SUMATERA UTARA 21455","","LABUHANBATU UTARA, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM PENAWAR MEDIKA","1808017",42,"(0726) 7570122",-4.242878,105.256458,"BUJUK AGUNG, BANJAR MARGO, KABUPATEN TULANGBAWANG, LAMPUNG 34684","","TULANG BAWANG, LAMPUNG","LAMPUNG"
"RS UMUM KASIH BUNDA JAYA NANGA PINOH","6110015",36,"(0568) 22885",-0.339058,111.74353,"DS, JL. JUANG NO.KM, TANJUNG NIAGA, NANGA PINOH, MELAWI REGENCY, WEST KALIMANTAN 79672","","MELAWI, KALIMANTAN BARAT","KALIMANTAN BARAT"
"RS UMUM BUNGA MELATI","1174019",93,"(0645) 44821",5.17535,97.14656,"JL. SAMUDERA BARU NO.3, KEUDE ACEH, BANDA SAKTI, KOTA LHOKSEUMAWE, ACEH","","KOTA LHOKSEUMAWE, ACEH","ACEH"
"RS IBU DAN ANAK ANANDA","7371410",69,"(0411) 874593",-5.165062,119.426462,"JL. ANDI DJEMMA NO.63, BANTA-BANTAENG, KEC. RAPPOCINI, KOTA MAKASSAR, SULAWESI SELATAN 90222","","KOTA MAKASSAR, SULAWESI SELATAN","SULAWESI SELATAN"
"RS UMUM MITRA MANKARRA","7604024",99,"0426-2324515",-2.684521,118.885825,"JL. PONGTIKU NO.2, RIMUKU, KEC. MAMUJU, KABUPATEN MAMUJU, SULAWESI BARAT 91511","","MAMUJU, SULAWESI BARAT","SULAWESI BARAT"
"RS IBU DAN ANAK BRAWIJAYA WOMEN AND CHILDREN HOSPITAL","3171724",35,"(021) 7211337",-6.257565,106.807698,"JL..TAMAN BRAWIJAYA NO.1,CEPETE UTARA,JAKSEL","","JAKARTA SELATAN, DKI JAKARTA","DKI JAKARTA"
"RS UMUM PENGAYOM CIPINANG","3172035",0,"(021) 33153700",-6.214858,106.883744,"JL. RAYA BEKASI TIMUR 170 B, JAKTIM","","JAKARTA TIMUR, DKI JAKARTA","DKI JAKARTA"
"RS IBU DAN ANAK SRIKANDI IBI JEMBER","3509137",30,"(0331) 335290",-8.185888,113.690356,"JL. KH AGUS SALIM NO.20, TEGAL BESAR KULON, TEGAL BESAR, KEC. KALIWATES, KABUPATEN JEMBER, JAWA TIMUR 68132","","JEMBER, JAWA TIMUR","JAWA TIMUR"
"RS ANUGERAH BUNDA KHATULISTIWA","6171124",81,"(0561) 581818",-0.061203,109.355428,"JL. AHMAD YANI PONTIANAK SELATAN","","KOTA PONTIANAK, KALIMANTAN BARAT","KALIMANTAN BARAT"
"RS UMUM DANAU SALAK","6303026",56,"(0511) 4773967",-3.3959,114.585,"JL EMPLASEMEN SELAN RT 005 RW 03 KEC. MATRAMAN","","BANJAR, KALIMANTAN SELATAN","KALIMANTAN SELATAN"
"RS UMUM PERTAMINA TANJUNG","6309025",57,"(0526) 2022550",-2.144331,115.402656,"JL. GAS NO. 1, KOMPERTA MURUNG PUDAK, TANJUNG","","TABALONG, KALIMANTAN SELATAN","KALIMANTAN SELATAN"
"RS LNG BADAK","6474010",46,"(0548) 552222",0.117805,117.47195,"KOMPLEK PT BADAK NGL, SATIMPO, BONTANG SELATAN, SATIMPO, BONTANG SEL., KOTA BONTANG, KALIMANTAN TIMUR 75325","","KOTA BONTANG, KALIMANTAN TIMUR","KALIMANTAN TIMUR"
"RS ADVENT MANADO","7171083",125,"(0431) 847950",1.465867,124.851488,"JL. 14 FEBRUARI NO. 1 TELING ATAS","","KOTA MANADO, SULAWESI UTARA","SULAWESI UTARA"
"RS DOKTER TAKDIR","1207069",33,"",2.091067,99.825922,"JL. SIRINGO-RINGO NO. 11 , RANTAU PRAPAT, SUMATERA UTARA  RANTAU PRAPAT","","BATU BARA, SUMATERA UTARA","SUMATERA UTARA"
"RS IBU DAN ANAK SITTI MASYITHAH","7271084",0,"(0451) 4016608",-0.690422,120.434774,"JL. WR SUPRATMAN NO. 7 PALU","","KOTA PALU, SULAWESI TENGAH","SULAWESI TENGAH"
"RS SAFIRA PASA","1602016",54,"",-3.849558,104.893201,"TUGUMULYO, LEMPUING, OGAN KOMERING ILIR REGENCY, SOUTH SUMATRA 30657","","OGAN KOMERING ILIR, SUMATERA SELATAN","SUMATERA SELATAN"
"RS MEDIKA INSANI","1806039",38,"0852-7941-0025",-4.8959395210959,104.54650788513,"JL. SUMBER JAYA NO. 667 DESA TANJUNG BARU KECAMATAN BUKIT KEMUNING KABUPATEN LAMPUNG UTARA, LAMPUNG 34766","","LAMPUNG UTARA, LAMPUNG","LAMPUNG"
"RS BERSALIN AISYIYAH","3526030",14,"(031) 3095354",-7.028559,112.752879,"JL. LETNAN RAMLI NO.21, RW. 02, DEMANGAN, KEC. BANGKALAN, KABUPATEN BANGKALAN, JAWA TIMUR 69115","","BANGKALAN, JAWA TIMUR","JAWA TIMUR"
"RS PRATAMA PENDOPO","1611002",10,"",-3.788451,102.959274,"JALAN JATI, TJ. RAMAN, PENDOPO, KABUPATEN EMPAT LAWANG, SUMATERA SELATAN 31593","","EMPAT LAWANG, SUMATERA SELATAN","SUMATERA SELATAN"
"RS UMUM DAERAH GELUMBANG","1603089",0,"085366788788",-3.19475,104.423759,"BITIS, GELUMBANG, MUARA ENIM REGENCY, SOUTH SUMATRA 31171","","MUARA ENIM, SUMATERA SELATAN","SUMATERA SELATAN"
"RS UMUM DAERAH SEMITAU","6108014",0,"",0.586887,111.963429,"KAPUAS KANAN HULU, SEMITAU, KAPUAS HULU REGENCY, WEST KALIMANTAN 78613","","KAPUAS HULU, KALIMANTAN BARAT","KALIMANTAN BARAT"
"RS UMUM DAERAH DR. D. ANATOTOTI","8101064",0,"85353929201",-7.138285,131.899792,"LARAT KEC. TANIMBAR UTARA KAB. MTB","","MALUKU TENGGARA BARAT, MALUKU","MALUKU"
"RS UMUM MITRA SEHAT KABUPATEN SITUBONDO","3512038",79,"0823-3328-2112",-7.698913,114.01371,"CURAH JERU, RT.02/RW.11, PANJI, CURAHJERU TIMUR, CURAH JERU, KEC. PANJI, KABUPATEN SITUBONDO, JAWA TIMUR 68323","","SITUBONDO, JAWA TIMUR","JAWA TIMUR"
"RS UMUM MITRA PERSADA MEDAN","1275894",0,"",3.635585,98.675083,"JL. M.H THAMRIN NO.2, PERINTIS, KEC. MEDAN TIM., KOTA MEDAN, SUMATERA UTARA 20233","","KOTA MEDAN, SUMATERA UTARA","SUMATERA UTARA"
"RS RIZANI HUSADA","3513027",60,"(0335) 773444",-7.718899,113.53957,"PINTU MASUK RS RIZANI, DUSUN MATIKAN, SUMBEREJO, KEC. PAITON, PROBOLINGGO, JAWA TIMUR 67291","","PROBOLINGGO, JAWA TIMUR","JAWA TIMUR"
"RS UMUM DAERAH WAIBAKUL","5316003",104,"(8223)7366076",-9.60824,119.6203,"JL. LINTAS WAIHIBUR DESA UMBU MAMIJUK KECAMATAN UMBU RATU NGGAY BARAT KABUPATEN SUMBA TENGAH","","SUMBA TENGAH, NUSA TENGGARA TIMUR","NUSA TENGGARA TIMUR"
"RS UMUM MEUTIA","1171145",27,"(0645) 43236",5.122165,97.156379,"JL. BANDA ACEH-MEDAN KM.6 LHOUKSEUMAWE ACEH","","KOTA BANDA ACEH, ACEH","ACEH"
"RS KHUSUS GIGI DAN MULUT LADOKGI TNI AL R.E. MARTA","3173697",4,"(021) 5733026",-6.2116208,106.8060253,"JL. FARMASI NO.1, RT.4/RW.3, BEND. HILIR, KECAMATAN TANAH ABANG, KOTA JAKARTA PUSAT, DAERAH KHUSUS IBUKOTA JAKARTA 10210","","JAKARTA PUSAT, DKI JAKARTA","DKI JAKARTA"
"RS UMUM DR. SUYUDI","3524045",69,"(0322) 661412",-6.867609,112.357208,"JL. RAYA PACIRAN, PACIRAN, KEC. PACIRAN, KABUPATEN LAMONGAN, JAWA TIMUR 62264","","LAMONGAN, JAWA TIMUR","JAWA TIMUR"
"RS UMUM DAERAH CUT NYAK DHIEN","1107014",215,"(0655) 7009452",4.15598,96.1301,"JL. GAJAH MADA MEULABOH","","ACEH BARAT, ACEH","ACEH"
"RS UMUM MALAHAYATI","1171085",42,"(0651) 41517",5.54517,95.3084,"JL. CUT NYAK DHIEN NO. 498 BANDA ACEH","","KOTA BANDA ACEH, ACEH","ACEH"
"RS UMUM DAERAH PANDAN","1204056",103,"0631 - 372343",1.681688,98.822766,"JL DR. FL. TOBING NO. 05 PANDAN","","TAPANULI TENGAH, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM LARAS KABUPATEN SIMALUNGUN","1209021",97,"0622-64342",3.13112,99.1477,"JL DESA NAGA JAYA I KEC. BANDAR HULUAN KAB.SIMALUNGUN","","SIMALUNGUN, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM ESTER","1211092",40,"0628-20714",3.10394,98.4944,"JL VETERAN NO.21,KABANJAHE","","KARO, SUMATERA UTARA","SUMATERA UTARA"
"RS PRATAMA SEBATIK","6504027",30,"",-2.4185588,108.4919086,"JL. PADAELO RT. 08 DESA TANJUNG KARANG KECAMATAN SEBATIK","","NUNUKAN, KALIMANTAN UTARA","KALIMANTAN UTARA"
"RS BHAYANGKARA MEDAN","1275046",60,"061 8220812",3.5723470237938,98.658517434359,"JL KH WAHID HASYIM NO.1, MEDAN","","KOTA MEDAN, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM  HERNA","1275083",179,"(061) 4510766",3.57979,98.6658,"JL MOJOPAHIT 118 A MEDAN","","KOTA MEDAN, SUMATERA UTARA","SUMATERA UTARA"
"RS IBU DAN ANAK PURA RAHARJA","3578593",43,"031 - 501 9898",-2.4185588,108.4919086,"JL. PUCANG ADI NO.12 - 14 SURABAYA","","KOTA SURABAYA, JAWA TIMUR","JAWA TIMUR"
"RS GIGI DAN MULUT SARASWATI DENPASAR","5171181",2,"(0361) 4747890",-8.6531,115.225,"JL. KAMBOJA 11A DENPASAR","","KOTA DENPASAR, BALI","BALI"
"RS ISLAM YATOFA","5202022",121,"(0370) 6503386",-8.6946,116.278,"JL. RAYA BODAK - MANTANG KM. 7 PRAYA LOMBOK TENGAH NUSA TENGGARA BARAT","","LOMBOK TENGAH, NUSA TENGGARA BARAT","NUSA TENGGARA BARAT"
"RS BHAYANGKARA PADANG","1371123",41,"",-0.932845,100.366184,"JL. JATI NO.1, JATI, KEC. PADANG TIM., KOTA PADANG, SUMATERA BARAT 25171","","KOTA PADANG, SUMATERA BARAT","SUMATERA BARAT"
"RS JIWA PUTI BUNGSU","1371251",40,"(0751) 25619",-0.945883,100.367674,"JL. SAWAHAN NO.36, SAWAHAN, KEC. PADANG TIM., KOTA PADANG, SUMATERA BARAT 25171","","KOTA PADANG, SUMATERA BARAT","SUMATERA BARAT"
"RS UMUM SELAGURI","1371284",33,"0821-7100-6964",-0.942546,100.35833,"JL. JEND. A YANI NO.26, PADANG PASIR, KEC. PADANG BAR., KOTA PADANG, SUMATERA BARAT 25112","","KOTA PADANG, SUMATERA BARAT","SUMATERA BARAT"
"RS OTIKA MEDIKA","3604052",32,"0878-7870-8232",-6.205506,106.137251,"JL. RAYA SERANG - PANDEGLANG NO.KM.11, BAROS, KEC. BAROS, SERANG, BANTEN 42173","","SERANG, BANTEN","BANTEN"
"RS  BUKIT LEWOLEBA","5308023",50,"0383-41009",-8.6573,121.079,"JLN TRANS ATADEI KEL.LEWOLEBA BARAT","","LEMBATA, NUSA TENGGARA TIMUR","NUSA TENGGARA TIMUR"
"RS NINDHITA","3527013",63,"",-7.202088,113.241638,"JL. SYAMSUL ARIFIN NO.87, RW. IV, POLAGAN, KEC. SAMPANG, KABUPATEN SAMPANG, JAWA TIMUR 69216","","SAMPANG, JAWA TIMUR","JAWA TIMUR"
"RS SINGHASARI MEDIKA","3507114",30,"",-7.890458,112.656946,"JL. RAYA KLAMPOK RT 01 RW 01 DESA KLAMPOK KECAMATAN SINGOSARI KABUPATEN MALANG. 65153","","MALANG, JAWA TIMUR","JAWA TIMUR"
"RS UMUM SETIA BUNDA","7403126",21,"082333300600",-3.8648707234308,122.06439290199,"JL. JENDERAL SUDIRMAN KEL. AMBEIKAIRI KEC. UNAAHA KAB. KONAWE, KONAWE, SULAWESI TENGGARA","","KONAWE, SULAWESI TENGGARA","SULAWESI TENGGARA"
"RS UMUM KASIH INSANI","1212183",69,"(021) 89161099",3.493385,98.666983,"JL. RAYA SUKATANI NO.9, SUKADARMA, KEC. SUKATANI, BEKASI, JAWA BARAT 17530","","DELI SERDANG, SUMATERA UTARA","SUMATERA UTARA"
"RS ST ELIZABETH LELA","5310023",58,"0813-5378-2435",-8.6573,121.079,"LELA MAUMERE,KAB.SIKKA","","SIKKA, NUSA TENGGARA TIMUR","NUSA TENGGARA TIMUR"
"RS  ST RAFAEL CANCAR","5313026",60,"0852-3981-0401",-8.6573,121.079,"JL. RUTENG -  LABUAN BAJO- CANCAR RUTENG,KAB.MANGGARAI","","MANGGARAI, NUSA TENGGARA TIMUR","NUSA TENGGARA TIMUR"
"RS IBU DAN ANAK HARAPAN BUNDA","5171166",17,"(0361) 265533",-8.6735,115.232,"JL. TUKAD UNDA NO. 1 DENPASAR","","KOTA DENPASAR, BALI","BALI"
"RS TK IV LAHAT","1604020",62,"(0731) 326195",-3.792346,103.535185,"JALAN LINTAS PAGAR ALAM-LAHAT, PASAR BARU, KECAMATAN LAHAT, PS. BARU, KEC. LAHAT, KABUPATEN LAHAT, SUMATERA SELATAN 31461","","LAHAT, SUMATERA SELATAN","SUMATERA SELATAN"
"RS KHUSUS IBU ANAK BUNDA JAKARTA","3173120",85,"1 500 799",-6.196026,106.83646,"JL. TEUKU CIK DITIRO NO. 28 MENTENG","","JAKARTA PUSAT, DKI JAKARTA","DKI JAKARTA"
"RS KHUSUS THT PROF NIZAR","3173612",9,"(021) 3503435",-6.1712426671548,106.81506839633,"JL. KESEHATAN NO. 9 JAKPUS","","JAKARTA PUSAT, DKI JAKARTA","DKI JAKARTA"
"RS UMUM AISYIYAH ST. KHADIJAH","7315016",45,"(0421) 9249909",-3.792045,119.651425,"JL.A.ABDULLAH N0.1 - 3 PINRANG","","PINRANG, SULAWESI SELATAN","SULAWESI SELATAN"
"RS UMUM  THURSINA","1408079",39,"(0765) 597782",1.47258,102.111,"JL HANGTUAH NO. 93","","BENGKALIS, RIAU","RIAU"
"RS KHUSUS BEDAH ROPANASURI","1371422",33,"(0751) 31938",-0.935376,100.359379,"​JL. AUR NO.8, UJUNG GURUN, KEC. PADANG BAR., KOTA PADANG, SUMATERA BARAT 25142","","KOTA PADANG, SUMATERA BARAT","SUMATERA BARAT"
"RS UMUM KEN SARAS","3322034",177,"(024) 6922269",-7.202266,110.422797,"JL. SOEKARNO HATTA DUSUN KEBONAN NO.KM. 29, KEBONAN, RANDUGUNTING, KEC. BERGAS, SEMARANG, JAWA TENGAH 50552","","SEMARANG, JAWA TENGAH","JAWA TENGAH"
"RS UMUM WIJAYA KUSUMAH","3208024",121,"(0232) 871565",-6.9705,108.506,"JL. RE MARTADINATA NO. 172 KAB. KUNINGAN","","KUNINGAN, JAWA BARAT","JAWA BARAT"
"RS HATI KUDUS LANGGUR","8101026",90,"(0916) 21638",-5.649282,132.741688,"JL. JENDERAL SUDIRMAN, LANGGUR, KEL. OHOIJANG WATDEK, KEI KECIL, KABUPATEN MALUKU TENGGARA, MALUKU 97611","","MALUKU TENGGARA, MALUKU","MALUKU"
"RS SYARIF HIDAYATULLAH","3674006",54,"(021) 7440535",-6.307656,106.75642,"JL. IR. H. JUANDA NO. 95, CIPUTAT TIMUR","","KOTA TANGERANG SELATAN, BANTEN","BANTEN"
"RS UMUM ISLAM KARAWANG","3215078",103,"(0267) 414520",-6.2819,107.284,"JL. PANGKAL PERJUANGAN KM.2, KARAWANG","","KARAWANG, JAWA BARAT","JAWA BARAT"
"RS UMUM HARAPAN JAYAKARTA","3172531",55,"(021) 4608886",-6.195029,106.906047,"JL. RAYA BEKASI BLOK KM NO.18, KEL. JATINEGARA, KEC. CAKUNG, JAKTIM","","JAKARTA TIMUR, DKI JAKARTA","DKI JAKARTA"
"RS ARUN LHOKSEUMAWE","1110053",118,"(0645) 653165",5.21701,97.0491,"JL. PLAJU KOMPLEK PERUMAHAN PT ARUN BATUPHAT","","KOTA LHOKSEUMAWE, ACEH","ACEH"
"RS UMUM SINAR HUSNI","1212136",92,"061-8463432",3.45474,98.9077,"JL VETERAN GG.UTAMA PSR. V HELVETIA","","DELI SERDANG, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM AMANDA","1211126",84,"(0628) 93034",3.16665,98.5101,"JL JAMIN GINTING SIMPANG KORPRI NO. 1 BERASTAGI","","KARO, SUMATERA UTARA","SUMATERA UTARA"
"RS UMUM  MESRA","1406043",29,"(0761) 71965",0.439869,101.452306,"JL RAYA PASIR PUTIH NO. 3A-B KEC. SIAK HULU","","KAMPAR, RIAU","RIAU"
"RS METTA MEDIKA II","1271033",61,"(0631) 224001, 24002",1.740229,98.781831,"JL. PEMBANGUNAN 2 NO.1, RT.006/RW.004, BATUSARI, KEC. BATUCEPER, KOTA TANGERANG, BANTEN 15121","","KOTA SIBOLGA, SUMATERA UTARA","SUMATERA UTARA"
"RSU RESTU KASIH","3172759",60,"(021) 8001177",-6.265735,106.866048,"JL. RAYA BOGOR KM 19 NO. 3A KRAMAT JATI","","JAKARTA TIMUR, DKI JAKARTA","DKI JAKARTA"
"RS KHUSUS GINJAL RASYIDA","1275918",17,"(061) 4151144",3.586381,98.659585,"JL. MAYJEN D.I PANJAITAN NO.144, SEI SIKAMBING D, KEC. MEDAN PETISAH, KOTA MEDAN, SUMATERA UTARA 20111","","KOTA MEDAN, SUMATERA UTARA","SUMATERA UTARA"
"RS LANGIT GOLDEN MEDIKA","1503039",44,"0823-7343-6004",-2.30249888,102.70618525,"AUR, SAROLANGUN SUB-DISTRICT, SAROLANGUN REGENCY, JAMBI 37481","","SAROLANGUN, JAMBI","JAMBI"
"RS UMUM SYLVANI","1276077",99,"(061) 80045925",3.6187549611106,98.496439111796,"JL PERINTIS KEMERDEKAAN NO. 21","","KOTA BINJAI, SUMATERA UTARA","SUMATERA UTARA"
"RS KATHOLIK MARIANUM HALILULIK","5306020",46,"082339512300",-9.275421,124.877023,"JL. PAROKI ROH KUDUS, HALILULIK KAB.BELU","","BELU, NUSA TENGGARA TIMUR","NUSA TENGGARA TIMUR"
"RS UMUM DAERAH TANJUNG PURA","1213013",113,"061-8960241",3.903274,98.426206,"JL KHAIRIL ANWAR NO.9 TANJUNG PURA","","LANGKAT, SUMATERA UTARA","SUMATERA UTARA"
"RS PERMATA HATI PALANGKARAYA","6271029",42,"(0536) 4268222",-2.203636,113.893488,"JL. BELIANG NO.21, KEL, PALANGKA, KEC. JEKAN RAYA, KOTA PALANGKA RAYA, KALIMANTAN TENGAH 73112","","MURUNG RAYA, KALIMANTAN TENGAH","KALIMANTAN TENGAH"
"RS JIWA PROF. DR. V. L. RATUMBUSYANG","7171035",180,"(0431) 827525",1.463205,124.830144,"JL. BETHESDA 77 MANADO","","KOTA MANADO, SULAWESI UTARA","SULAWESI UTARA"
